Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
259452,USB-C Charging Cable,1,11.95,10/27/19 02:21,"709 Madison St, San Francisco, CA 94016"
259463,Wired Headphones,1,11.99,10/27/19 00:49,"647 8th St, Los Angeles, CA 90001"
259486,34in Ultrawide Monitor,1,379.99,10/27/19 13:22,"766 Hickory St, San Francisco, CA 94016"
259492,USB-C Charging Cable,1,11.95,10/27/19 10:18,"930 Elm St, Los Angeles, CA 90001"
259522,Lightning Charging Cable,1,14.95,10/27/19 06:57,"653 5th St, New York City, NY 10001"
259531,Lightning Charging Cable,1,14.95,10/27/19 14:18,"23 13th St, Boston, MA 02215"
259538,Lightning Charging Cable,1,14.95,10/27/19 16:42,"600 Hill St, Atlanta, GA 30301"
259539,AAA Batteries (4-pack),1,2.99,10/27/19 12:48,"444 Lakeview St, Portland, OR 97035"
259561,AAA Batteries (4-pack),1,2.99,10/27/19 20:38,"65 Jefferson St, Portland, OR 97035"
259581,Bose SoundSport Headphones,1,99.99,10/27/19 18:41,"227 Lincoln St, Dallas, TX 75001"
259586,USB-C Charging Cable,1,11.95,10/27/19 11:18,"133 12th St, San Francisco, CA 94016"
259666,27in FHD Monitor,1,149.99,10/27/19 22:37,"962 12th St, San Francisco, CA 94016"
259688,AA Batteries (4-pack),1,3.84,10/27/19 13:52,"314 1st St, Atlanta, GA 30301"
259688,Bose SoundSport Headphones,1,99.99,10/27/19 13:52,"314 1st St, Atlanta, GA 30301"
259768,Bose SoundSport Headphones,1,99.99,10/27/19 17:41,"845 2nd St, New York City, NY 10001"
259774,USB-C Charging Cable,1,11.95,10/27/19 17:45,"749 South St, Boston, MA 02215"
259800,34in Ultrawide Monitor,1,379.99,10/27/19 14:21,"372 9th St, San Francisco, CA 94016"
259804,Macbook Pro Laptop,1,1700.0,10/27/19 16:22,"702 12th St, Los Angeles, CA 90001"
259885,AA Batteries (4-pack),1,3.84,10/27/19 11:13,"935 Johnson St, Boston, MA 02215"
259927,Bose SoundSport Headphones,1,99.99,10/27/19 09:03,"194 12th St, San Francisco, CA 94016"
259995,iPhone,1,700.0,10/27/19 09:47,"683 Cedar St, New York City, NY 10001"
260021,Lightning Charging Cable,1,14.95,10/27/19 15:40,"320 Maple St, Boston, MA 02215"
260034,Lightning Charging Cable,1,14.95,10/27/19 20:07,"255 Wilson St, Portland, OR 97035"
260075,AAA Batteries (4-pack),2,2.99,10/27/19 18:37,"562 7th St, Los Angeles, CA 90001"
260211,Apple Airpods Headphones,1,150.0,10/27/19 23:30,"716 Cedar St, New York City, NY 10001"
260285,AAA Batteries (4-pack),1,2.99,10/27/19 12:15,"956 Jackson St, Portland, ME 04101"
260314,Wired Headphones,1,11.99,10/27/19 13:24,"960 Cherry St, Atlanta, GA 30301"
260339,USB-C Charging Cable,1,11.95,10/27/19 19:26,"745 Cherry St, Los Angeles, CA 90001"
260383,Lightning Charging Cable,1,14.95,10/27/19 13:55,"911 Washington St, Los Angeles, CA 90001"
260394,AA Batteries (4-pack),1,3.84,10/27/19 13:38,"26 11th St, Atlanta, GA 30301"
260414,USB-C Charging Cable,1,11.95,10/27/19 21:41,"866 Spruce St, Seattle, WA 98101"
260427,ThinkPad Laptop,1,999.99,10/27/19 22:19,"800 Adams St, San Francisco, CA 94016"
260519,27in FHD Monitor,1,149.99,10/27/19 13:20,"151 Hill St, San Francisco, CA 94016"
260583,Wired Headphones,1,11.99,10/27/19 17:42,"647 Jefferson St, New York City, NY 10001"
260599,27in 4K Gaming Monitor,1,389.99,10/27/19 16:44,"833 Park St, San Francisco, CA 94016"
260633,34in Ultrawide Monitor,1,379.99,10/27/19 17:39,"112 Jackson St, Austin, TX 73301"
260662,27in FHD Monitor,1,149.99,10/27/19 22:14,"381 Johnson St, Atlanta, GA 30301"
260670,USB-C Charging Cable,1,11.95,10/27/19 20:20,"688 Jefferson St, San Francisco, CA 94016"
260747,AA Batteries (4-pack),1,3.84,10/27/19 20:16,"727 Cedar St, Dallas, TX 75001"
260748,USB-C Charging Cable,1,11.95,10/27/19 23:57,"923 Madison St, Boston, MA 02215"
260772,iPhone,1,700.0,10/27/19 15:41,"508 Jackson St, Portland, OR 97035"
260772,Lightning Charging Cable,1,14.95,10/27/19 15:41,"508 Jackson St, Portland, OR 97035"
260774,Bose SoundSport Headphones,1,99.99,10/27/19 18:25,"311 Chestnut St, Seattle, WA 98101"
260781,Flatscreen TV,1,300.0,10/27/19 14:48,"304 Church St, San Francisco, CA 94016"
260802,USB-C Charging Cable,1,11.95,10/27/19 12:23,"371 5th St, Los Angeles, CA 90001"
260803,iPhone,1,700.0,10/27/19 16:32,"776 Pine St, Seattle, WA 98101"
260803,Apple Airpods Headphones,1,150.0,10/27/19 16:32,"776 Pine St, Seattle, WA 98101"
260824,ThinkPad Laptop,1,999.99,10/27/19 10:15,"48 West St, Boston, MA 02215"
260895,AA Batteries (4-pack),1,3.84,10/27/19 07:51,"440 Jefferson St, Austin, TX 73301"
260913,USB-C Charging Cable,1,11.95,10/27/19 13:09,"521 Meadow St, Boston, MA 02215"
260915,Vareebadd Phone,1,400.0,10/27/19 22:52,"100 Johnson St, Atlanta, GA 30301"
260915,USB-C Charging Cable,1,11.95,10/27/19 22:52,"100 Johnson St, Atlanta, GA 30301"
260996,Wired Headphones,1,11.99,10/27/19 09:00,"849 South St, Los Angeles, CA 90001"
261049,27in 4K Gaming Monitor,1,389.99,10/27/19 15:28,"811 Walnut St, New York City, NY 10001"
261057,34in Ultrawide Monitor,1,379.99,10/27/19 17:13,"526 1st St, San Francisco, CA 94016"
261076,27in 4K Gaming Monitor,1,389.99,10/27/19 20:03,"861 Main St, Atlanta, GA 30301"
261089,AA Batteries (4-pack),1,3.84,10/27/19 18:20,"962 Spruce St, Boston, MA 02215"
261104,Bose SoundSport Headphones,1,99.99,10/27/19 09:11,"994 9th St, Portland, OR 97035"
261124,Wired Headphones,1,11.99,10/27/19 04:55,"57 Adams St, Atlanta, GA 30301"
261208,USB-C Charging Cable,1,11.95,10/27/19 13:59,"599 Adams St, San Francisco, CA 94016"
261292,Apple Airpods Headphones,1,150.0,10/27/19 13:31,"613 Center St, Atlanta, GA 30301"
261328,iPhone,1,700.0,10/27/19 10:08,"150 Highland St, Boston, MA 02215"
261336,AAA Batteries (4-pack),2,2.99,10/27/19 18:14,"687 Walnut St, San Francisco, CA 94016"
261359,iPhone,1,700.0,10/27/19 08:36,"180 Church St, Los Angeles, CA 90001"
261365,Lightning Charging Cable,1,14.95,10/27/19 21:52,"245 Madison St, San Francisco, CA 94016"
261373,Google Phone,1,600.0,10/27/19 01:28,"72 Sunset St, San Francisco, CA 94016"
261413,Google Phone,1,600.0,10/27/19 11:51,"756 Maple St, San Francisco, CA 94016"
261444,ThinkPad Laptop,1,999.99,10/27/19 02:44,"250 Hill St, New York City, NY 10001"
261450,USB-C Charging Cable,1,11.95,10/27/19 11:44,"784 12th St, Seattle, WA 98101"
261513,USB-C Charging Cable,1,11.95,10/27/19 14:11,"865 South St, San Francisco, CA 94016"
261524,Google Phone,1,600.0,10/27/19 14:14,"812 Highland St, Boston, MA 02215"
261547,Apple Airpods Headphones,1,150.0,10/27/19 12:18,"109 Elm St, Boston, MA 02215"
261555,iPhone,1,700.0,10/27/19 23:32,"168 Highland St, Seattle, WA 98101"
261611,27in FHD Monitor,1,149.99,10/27/19 14:30,"820 Main St, New York City, NY 10001"
261636,AAA Batteries (4-pack),1,2.99,10/27/19 21:15,"869 Adams St, Los Angeles, CA 90001"
261650,27in FHD Monitor,1,149.99,10/27/19 12:13,"209 5th St, San Francisco, CA 94016"
261696,Wired Headphones,1,11.99,10/27/19 13:36,"266 11th St, Seattle, WA 98101"
261705,USB-C Charging Cable,1,11.95,10/27/19 20:02,"779 Hill St, Boston, MA 02215"
261786,AA Batteries (4-pack),1,3.84,10/27/19 11:31,"966 Main St, Los Angeles, CA 90001"
261815,27in FHD Monitor,1,149.99,10/27/19 18:48,"229 South St, Dallas, TX 75001"
261857,AA Batteries (4-pack),1,3.84,10/27/19 17:07,"334 Madison St, San Francisco, CA 94016"
261862,USB-C Charging Cable,1,11.95,10/27/19 08:03,"872 10th St, New York City, NY 10001"
