Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
150514,27in FHD Monitor,1,149.99,02/03/19 00:21,"723 Wilson St, Los Angeles, CA 90001"
150660,27in FHD Monitor,1,149.99,02/03/19 22:41,"719 11th St, New York City, NY 10001"
150680,iPhone,1,700.0,02/03/19 12:49,"29 Lakeview St, Austin, TX 73301"
150700,USB-C Charging Cable,1,11.95,02/03/19 02:10,"551 2nd St, New York City, NY 10001"
150703,27in 4K Gaming Monitor,1,389.99,02/03/19 11:37,"998 Jefferson St, Boston, MA 02215"
150717,USB-C Charging Cable,1,11.95,02/03/19 19:43,"202 Maple St, Austin, TX 73301"
150728,Wired Headphones,1,11.99,02/03/19 12:04,"7 Highland St, New York City, NY 10001"
150747,USB-C Charging Cable,1,11.95,02/03/19 11:18,"275 2nd St, San Francisco, CA 94016"
150756,Bose SoundSport Headphones,1,99.99,02/03/19 08:16,"114 West St, Seattle, WA 98101"
150759,Lightning Charging Cable,1,14.95,02/03/19 05:10,"999 9th St, Boston, MA 02215"
150769,Apple Airpods Headphones,1,150.0,02/03/19 12:41,"470 Madison St, Los Angeles, CA 90001"
150871,AAA Batteries (4-pack),5,2.99,02/03/19 18:24,"659 Highland St, San Francisco, CA 94016"
150876,LG Dryer,1,600.0,02/03/19 18:48,"367 Meadow St, San Francisco, CA 94016"
150880,34in Ultrawide Monitor,1,379.99,02/03/19 19:18,"548 Pine St, San Francisco, CA 94016"
150965,Lightning Charging Cable,1,14.95,02/03/19 21:29,"650 Chestnut St, San Francisco, CA 94016"
150979,Lightning Charging Cable,1,14.95,02/03/19 18:41,"254 Forest St, San Francisco, CA 94016"
150984,Wired Headphones,1,11.99,02/03/19 15:24,"922 Elm St, Austin, TX 73301"
151047,iPhone,1,700.0,02/03/19 21:13,"593 Forest St, New York City, NY 10001"
151047,Lightning Charging Cable,1,14.95,02/03/19 21:13,"593 Forest St, New York City, NY 10001"
151088,AAA Batteries (4-pack),3,2.99,02/03/19 20:02,"846 Elm St, Los Angeles, CA 90001"
151119,USB-C Charging Cable,1,11.95,02/03/19 19:44,"842 Park St, Boston, MA 02215"
151155,Bose SoundSport Headphones,1,99.99,02/03/19 16:53,"778 Washington St, New York City, NY 10001"
151171,AA Batteries (4-pack),2,3.84,02/03/19 06:19,"332 North St, Dallas, TX 75001"
151202,Apple Airpods Headphones,1,150.0,02/03/19 13:37,"908 Sunset St, San Francisco, CA 94016"
