Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
150562,27in 4K Gaming Monitor,1,389.99,02/16/19 20:07,"663 1st St, Atlanta, GA 30301"
150582,iPhone,1,700.0,02/16/19 23:38,"678 Maple St, Seattle, WA 98101"
150582,Lightning Charging Cable,1,14.95,02/16/19 23:38,"678 Maple St, Seattle, WA 98101"
150585,USB-C Charging Cable,1,11.95,02/16/19 14:04,"55 Walnut St, Seattle, WA 98101"
150601,AAA Batteries (4-pack),2,2.99,02/16/19 13:24,"24 Highland St, Atlanta, GA 30301"
150624,34in Ultrawide Monitor,1,379.99,02/16/19 09:59,"582 Wilson St, Los Angeles, CA 90001"
150709,USB-C Charging Cable,1,11.95,02/16/19 18:54,"507 Washington St, Boston, MA 02215"
150711,Flatscreen TV,1,300.0,02/16/19 19:16,"320 11th St, San Francisco, CA 94016"
150730,USB-C Charging Cable,2,11.95,02/16/19 11:39,"357 Lakeview St, San Francisco, CA 94016"
150775,Lightning Charging Cable,1,14.95,02/16/19 21:07,"596 9th St, Seattle, WA 98101"
150826,Bose SoundSport Headphones,1,99.99,02/16/19 11:13,"543 6th St, Seattle, WA 98101"
150832,USB-C Charging Cable,1,11.95,02/16/19 06:56,"107 4th St, San Francisco, CA 94016"
150863,USB-C Charging Cable,1,11.95,02/16/19 15:08,"570 West St, San Francisco, CA 94016"
150923,AAA Batteries (4-pack),2,2.99,02/16/19 17:26,"410 Lakeview St, Los Angeles, CA 90001"
150926,Wired Headphones,2,11.99,02/16/19 06:31,"80 14th St, New York City, NY 10001"
150941,Bose SoundSport Headphones,2,99.99,02/16/19 16:08,"114 14th St, Los Angeles, CA 90001"
150990,34in Ultrawide Monitor,1,379.99,02/16/19 18:05,"420 9th St, Dallas, TX 75001"
150995,USB-C Charging Cable,1,11.95,02/16/19 14:54,"8 12th St, Seattle, WA 98101"
151012,USB-C Charging Cable,1,11.95,02/16/19 14:38,"397 Church St, Portland, OR 97035"
151030,Bose SoundSport Headphones,1,99.99,02/16/19 00:22,"951 10th St, San Francisco, CA 94016"
151043,AAA Batteries (4-pack),1,2.99,02/16/19 21:05,"120 Highland St, San Francisco, CA 94016"
151063,Wired Headphones,1,11.99,02/16/19 12:59,"340 Adams St, Portland, OR 97035"
151096,Wired Headphones,1,11.99,02/16/19 19:04,"33 6th St, Los Angeles, CA 90001"
151134,Wired Headphones,1,11.99,02/16/19 14:11,"413 Washington St, Dallas, TX 75001"
151137,27in 4K Gaming Monitor,1,389.99,02/16/19 12:51,"135 Wilson St, Boston, MA 02215"
151139,Apple Airpods Headphones,1,150.0,02/16/19 23:21,"552 Washington St, Atlanta, GA 30301"
151141,USB-C Charging Cable,1,11.95,02/16/19 15:35,"745 Hill St, Seattle, WA 98101"
151157,Flatscreen TV,1,300.0,02/16/19 11:44,"769 13th St, Los Angeles, CA 90001"
151190,Flatscreen TV,1,300.0,02/16/19 18:43,"640 West St, Boston, MA 02215"
151392,USB-C Charging Cable,1,11.95,02/16/19 06:47,"26 West St, New York City, NY 10001"
151394,Lightning Charging Cable,1,14.95,02/16/19 10:25,"498 Adams St, Seattle, WA 98101"
151412,iPhone,1,700.0,02/16/19 10:20,"225 5th St, New York City, NY 10001"
151469,Google Phone,1,600.0,02/16/19 13:51,"632 11th St, San Francisco, CA 94016"
151477,Macbook Pro Laptop,1,1700.0,02/16/19 20:59,"190 Pine St, New York City, NY 10001"
151507,AAA Batteries (4-pack),4,2.99,02/16/19 19:23,"843 Hill St, Los Angeles, CA 90001"
151540,Lightning Charging Cable,1,14.95,02/16/19 09:57,"659 Lincoln St, San Francisco, CA 94016"
151543,Apple Airpods Headphones,1,150.0,02/16/19 13:58,"408 Sunset St, Seattle, WA 98101"
151549,27in 4K Gaming Monitor,1,389.99,02/16/19 16:40,"364 1st St, San Francisco, CA 94016"
151559,Lightning Charging Cable,1,14.95,02/16/19 00:50,"387 Lake St, Dallas, TX 75001"
151676,27in FHD Monitor,1,149.99,02/16/19 10:11,"176 Park St, San Francisco, CA 94016"
151750,Flatscreen TV,1,300.0,02/16/19 12:42,"218 8th St, Atlanta, GA 30301"
151756,Wired Headphones,1,11.99,02/16/19 17:44,"706 7th St, Portland, OR 97035"
151758,Lightning Charging Cable,1,14.95,02/16/19 16:13,"592 Meadow St, San Francisco, CA 94016"
151784,Lightning Charging Cable,1,14.95,02/16/19 07:28,"83 Willow St, San Francisco, CA 94016"
151798,AAA Batteries (4-pack),1,2.99,02/16/19 13:14,"797 4th St, Los Angeles, CA 90001"
151814,AAA Batteries (4-pack),1,2.99,02/16/19 23:10,"833 River St, Boston, MA 02215"
151863,Flatscreen TV,1,300.0,02/16/19 08:20,"760 11th St, Atlanta, GA 30301"
151885,27in FHD Monitor,1,149.99,02/16/19 22:43,"981 Lake St, Seattle, WA 98101"
151937,Bose SoundSport Headphones,1,99.99,02/16/19 20:22,"68 12th St, Boston, MA 02215"
151944,Bose SoundSport Headphones,1,99.99,02/16/19 12:56,"757 West St, New York City, NY 10001"
151946,AAA Batteries (4-pack),1,2.99,02/16/19 06:50,"782 Madison St, Seattle, WA 98101"
151948,AA Batteries (4-pack),1,3.84,02/16/19 00:13,"758 11th St, Los Angeles, CA 90001"
151981,Bose SoundSport Headphones,1,99.99,02/16/19 22:45,"473 Johnson St, Atlanta, GA 30301"
151986,27in 4K Gaming Monitor,1,389.99,02/16/19 16:01,"553 7th St, San Francisco, CA 94016"
151997,USB-C Charging Cable,1,11.95,02/16/19 08:37,"151 Walnut St, Atlanta, GA 30301"
152047,USB-C Charging Cable,1,11.95,02/16/19 10:07,"696 Washington St, San Francisco, CA 94016"
152065,AA Batteries (4-pack),1,3.84,02/16/19 10:14,"128 Willow St, Los Angeles, CA 90001"
152090,iPhone,1,700.0,02/16/19 15:35,"62 Lincoln St, San Francisco, CA 94016"
152135,iPhone,1,700.0,02/16/19 21:16,"946 14th St, Austin, TX 73301"
152135,Wired Headphones,1,11.99,02/16/19 21:16,"946 14th St, Austin, TX 73301"
152169,20in Monitor,1,109.99,02/16/19 17:39,"480 Chestnut St, New York City, NY 10001"
152241,AA Batteries (4-pack),1,3.84,02/16/19 13:03,"291 Cherry St, Austin, TX 73301"
152260,AAA Batteries (4-pack),2,2.99,02/16/19 11:45,"503 Willow St, New York City, NY 10001"
152354,AAA Batteries (4-pack),2,2.99,02/16/19 08:56,"321 Lincoln St, Atlanta, GA 30301"
152359,27in FHD Monitor,1,149.99,02/16/19 14:58,"616 Sunset St, Austin, TX 73301"
152382,AA Batteries (4-pack),2,3.84,02/16/19 11:20,"6 Park St, New York City, NY 10001"
152399,USB-C Charging Cable,1,11.95,02/16/19 15:09,"370 Hill St, Boston, MA 02215"
152426,AAA Batteries (4-pack),4,2.99,02/16/19 08:15,"83 11th St, Atlanta, GA 30301"
152432,Wired Headphones,1,11.99,02/16/19 02:24,"563 Chestnut St, Boston, MA 02215"
152433,20in Monitor,1,109.99,02/16/19 12:13,"71 Maple St, Los Angeles, CA 90001"
152481,Apple Airpods Headphones,1,150.0,02/16/19 01:56,"411 9th St, Dallas, TX 75001"
152547,Wired Headphones,1,11.99,02/16/19 18:57,"76 4th St, Boston, MA 02215"
152575,AA Batteries (4-pack),1,3.84,02/16/19 20:15,"132 Highland St, New York City, NY 10001"
152580,AA Batteries (4-pack),1,3.84,02/16/19 00:32,"959 South St, Boston, MA 02215"
152593,AAA Batteries (4-pack),1,2.99,02/16/19 21:46,"862 Washington St, Boston, MA 02215"
152593,iPhone,1,700.0,02/16/19 21:46,"862 Washington St, Boston, MA 02215"
152662,27in FHD Monitor,1,149.99,02/16/19 12:29,"967 Forest St, Atlanta, GA 30301"
152674,USB-C Charging Cable,1,11.95,02/16/19 21:08,"218 Maple St, Portland, OR 97035"
152696,AAA Batteries (4-pack),1,2.99,02/16/19 19:28,"558 Elm St, Dallas, TX 75001"
152700,27in 4K Gaming Monitor,1,389.99,02/16/19 20:22,"453 South St, Boston, MA 02215"
152718,Wired Headphones,1,11.99,02/16/19 17:14,"82 Spruce St, Los Angeles, CA 90001"
152746,Macbook Pro Laptop,1,1700.0,02/16/19 13:00,"349 4th St, Atlanta, GA 30301"
