Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
176594,Wired Headphones,1,11.99,04/17/19 23:04,"63 Maple St, San Francisco, CA 94016"
176620,USB-C Charging Cable,1,11.95,04/17/19 10:39,"994 Pine St, Los Angeles, CA 90001"
176637,AAA Batteries (4-pack),1,2.99,04/17/19 10:03,"261 Sunset St, New York City, NY 10001"
176642,AA Batteries (4-pack),1,3.84,04/17/19 18:38,"72 Elm St, Portland, OR 97035"
176684,USB-C Charging Cable,1,11.95,04/17/19 00:51,"293 Washington St, Los Angeles, CA 90001"
176686,Wired Headphones,1,11.99,04/17/19 15:17,"892 10th St, Austin, TX 73301"
176703,20in Monitor,1,109.99,04/17/19 10:00,"748 Washington St, New York City, NY 10001"
176704,AA Batteries (4-pack),2,3.84,04/17/19 10:00,"909 Center St, Seattle, WA 98101"
176730,Bose SoundSport Headphones,1,99.99,04/17/19 08:27,"403 Ridge St, New York City, NY 10001"
176736,AA Batteries (4-pack),1,3.84,04/17/19 11:48,"421 2nd St, Los Angeles, CA 90001"
176742,Wired Headphones,1,11.99,04/17/19 09:54,"115 Forest St, Los Angeles, CA 90001"
176793,Wired Headphones,1,11.99,04/17/19 17:09,"147 South St, San Francisco, CA 94016"
176820,USB-C Charging Cable,1,11.95,04/17/19 12:10,"654 Adams St, Boston, MA 02215"
176889,AAA Batteries (4-pack),1,2.99,04/17/19 21:22,"837 Madison St, Boston, MA 02215"
177001,Wired Headphones,1,11.99,04/17/19 09:49,"958 Walnut St, Los Angeles, CA 90001"
177014,Lightning Charging Cable,1,14.95,04/17/19 07:41,"918 Maple St, Dallas, TX 75001"
177022,iPhone,1,700.0,04/17/19 18:14,"216 Chestnut St, Los Angeles, CA 90001"
177022,Wired Headphones,1,11.99,04/17/19 18:14,"216 Chestnut St, Los Angeles, CA 90001"
177069,iPhone,1,700.0,04/17/19 13:40,"295 Jackson St, Portland, OR 97035"
177070,USB-C Charging Cable,1,11.95,04/17/19 22:25,"687 Chestnut St, San Francisco, CA 94016"
177197,ThinkPad Laptop,1,999.99,04/17/19 16:01,"654 River St, New York City, NY 10001"
177228,Google Phone,1,600.0,04/17/19 19:38,"233 South St, Dallas, TX 75001"
177228,AA Batteries (4-pack),1,3.84,04/17/19 19:38,"233 South St, Dallas, TX 75001"
177273,USB-C Charging Cable,1,11.95,04/17/19 08:29,"351 4th St, San Francisco, CA 94016"
177328,ThinkPad Laptop,1,999.99,04/17/19 22:24,"857 Ridge St, Boston, MA 02215"
177336,Apple Airpods Headphones,1,150.0,04/17/19 12:50,"159 7th St, Seattle, WA 98101"
177349,Lightning Charging Cable,1,14.95,04/17/19 08:26,"163 Forest St, Boston, MA 02215"
177383,LG Dryer,1,600.0,04/17/19 18:52,"759 Spruce St, Austin, TX 73301"
177386,34in Ultrawide Monitor,1,379.99,04/17/19 15:44,"154 South St, Atlanta, GA 30301"
