Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
209940,34in Ultrawide Monitor,1,379.99,06/26/19 15:24,"990 South St, Atlanta, GA 30301"
209952,20in Monitor,1,109.99,06/26/19 17:48,"314 Willow St, Dallas, TX 75001"
209956,AA Batteries (4-pack),2,3.84,06/26/19 15:23,"910 Jackson St, Seattle, WA 98101"
209976,Apple Airpods Headphones,1,150.0,06/26/19 11:52,"966 Washington St, Atlanta, GA 30301"
210002,AAA Batteries (4-pack),1,2.99,06/26/19 13:28,"124 Park St, San Francisco, CA 94016"
210003,Bose SoundSport Headphones,1,99.99,06/26/19 15:09,"928 West St, Boston, MA 02215"
210020,Apple Airpods Headphones,1,150.0,06/26/19 15:02,"920 Washington St, Los Angeles, CA 90001"
210037,AAA Batteries (4-pack),1,2.99,06/26/19 09:53,"524 6th St, New York City, NY 10001"
210133,AA Batteries (4-pack),2,3.84,06/26/19 19:19,"712 Park St, Seattle, WA 98101"
210135,Wired Headphones,2,11.99,06/26/19 23:56,"557 Dogwood St, San Francisco, CA 94016"
210169,AA Batteries (4-pack),1,3.84,06/26/19 19:04,"890 7th St, San Francisco, CA 94016"
210175,AAA Batteries (4-pack),1,2.99,06/26/19 13:56,"945 Lincoln St, Austin, TX 73301"
210177,Wired Headphones,1,11.99,06/26/19 19:23,"831 Madison St, Los Angeles, CA 90001"
210195,Apple Airpods Headphones,1,150.0,06/26/19 22:50,"343 Adams St, Dallas, TX 75001"
210210,LG Washing Machine,1,600.0,06/26/19 19:07,"948 Maple St, Boston, MA 02215"
210250,Wired Headphones,1,11.99,06/26/19 22:26,"977 Ridge St, Los Angeles, CA 90001"
210309,34in Ultrawide Monitor,1,379.99,06/26/19 10:58,"676 Cedar St, Austin, TX 73301"
210339,Bose SoundSport Headphones,1,99.99,06/26/19 08:08,"721 2nd St, San Francisco, CA 94016"
210384,AA Batteries (4-pack),4,3.84,06/26/19 05:50,"592 Forest St, Dallas, TX 75001"
210429,Lightning Charging Cable,1,14.95,06/26/19 10:51,"78 Spruce St, Seattle, WA 98101"
210445,AA Batteries (4-pack),2,3.84,06/26/19 21:26,"804 Forest St, Los Angeles, CA 90001"
210446,iPhone,1,700.0,06/26/19 20:00,"913 8th St, Seattle, WA 98101"
210464,Wired Headphones,1,11.99,06/26/19 12:36,"473 Hickory St, San Francisco, CA 94016"
210498,AA Batteries (4-pack),1,3.84,06/26/19 20:06,"547 1st St, New York City, NY 10001"
210574,USB-C Charging Cable,2,11.95,06/26/19 14:18,"156 2nd St, San Francisco, CA 94016"
210609,AA Batteries (4-pack),1,3.84,06/26/19 16:37,"254 13th St, New York City, NY 10001"
210609,Lightning Charging Cable,1,14.95,06/26/19 16:37,"254 13th St, New York City, NY 10001"
210621,AA Batteries (4-pack),2,3.84,06/26/19 16:51,"172 Walnut St, Los Angeles, CA 90001"
210670,Macbook Pro Laptop,1,1700.0,06/26/19 18:45,"276 Meadow St, Portland, OR 97035"
210717,27in 4K Gaming Monitor,1,389.99,06/26/19 13:00,"214 Lakeview St, San Francisco, CA 94016"
210723,20in Monitor,1,109.99,06/26/19 08:28,"216 Adams St, Atlanta, GA 30301"
210731,34in Ultrawide Monitor,1,379.99,06/26/19 19:53,"894 Sunset St, San Francisco, CA 94016"
