Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
176603,USB-C Charging Cable,1,11.95,04/01/19 07:46,"858 6th St, San Francisco, CA 94016"
176626,Bose SoundSport Headphones,1,99.99,04/01/19 21:40,"491 Chestnut St, Boston, MA 02215"
176677,34in Ultrawide Monitor,1,379.99,04/01/19 11:50,"661 Washington St, Austin, TX 73301"
176722,27in 4K Gaming Monitor,1,389.99,04/01/19 10:57,"209 14th St, New York City, NY 10001"
176743,27in 4K Gaming Monitor,1,389.99,04/01/19 09:17,"570 11th St, Atlanta, GA 30301"
176753,USB-C Charging Cable,1,11.95,04/01/19 23:07,"496 Adams St, Atlanta, GA 30301"
176775,USB-C Charging Cable,2,11.95,04/01/19 20:56,"975 Forest St, San Francisco, CA 94016"
176803,AA Batteries (4-pack),1,3.84,04/01/19 23:00,"649 7th St, Austin, TX 73301"
176805,Google Phone,1,600.0,04/01/19 15:50,"91 Lincoln St, Portland, OR 97035"
176805,USB-C Charging Cable,1,11.95,04/01/19 15:50,"91 Lincoln St, Portland, OR 97035"
176831,USB-C Charging Cable,1,11.95,04/01/19 07:39,"743 Spruce St, San Francisco, CA 94016"
176887,AAA Batteries (4-pack),1,2.99,04/01/19 12:59,"591 4th St, Boston, MA 02215"
176914,Lightning Charging Cable,1,14.95,04/01/19 15:54,"846 Cherry St, San Francisco, CA 94016"
176956,AA Batteries (4-pack),1,3.84,04/01/19 21:43,"703 5th St, Dallas, TX 75001"
176981,Google Phone,1,600.0,04/01/19 11:29,"924 11th St, San Francisco, CA 94016"
177044,AA Batteries (4-pack),1,3.84,04/01/19 20:31,"817 4th St, Atlanta, GA 30301"
177072,iPhone,1,700.0,04/01/19 13:11,"682 9th St, Portland, ME 04101"
177073,AA Batteries (4-pack),3,3.84,04/01/19 15:59,"725 Elm St, San Francisco, CA 94016"
177106,USB-C Charging Cable,1,11.95,04/01/19 17:10,"167 9th St, Los Angeles, CA 90001"
177130,LG Washing Machine,1,600.0,04/01/19 08:43,"777 Center St, Los Angeles, CA 90001"
177176,USB-C Charging Cable,1,11.95,04/01/19 11:36,"5 Center St, Dallas, TX 75001"
177184,AA Batteries (4-pack),1,3.84,04/01/19 16:49,"289 Hill St, Atlanta, GA 30301"
177184,Flatscreen TV,1,300.0,04/01/19 16:49,"289 Hill St, Atlanta, GA 30301"
177219,AA Batteries (4-pack),1,3.84,04/01/19 07:59,"380 Jefferson St, Seattle, WA 98101"
177235,AA Batteries (4-pack),2,3.84,04/01/19 13:27,"369 9th St, Dallas, TX 75001"
177268,AAA Batteries (4-pack),2,2.99,04/01/19 21:21,"985 Main St, New York City, NY 10001"
177303,Wired Headphones,1,11.99,04/01/19 23:19,"890 Jefferson St, Boston, MA 02215"
177316,iPhone,1,700.0,04/01/19 10:25,"454 4th St, Dallas, TX 75001"
177454,Lightning Charging Cable,1,14.95,04/01/19 23:13,"136 14th St, San Francisco, CA 94016"
177513,Apple Airpods Headphones,1,150.0,04/01/19 11:00,"50 11th St, Dallas, TX 75001"
177516,USB-C Charging Cable,1,11.95,04/01/19 13:35,"879 Madison St, Atlanta, GA 30301"
177553,AAA Batteries (4-pack),1,2.99,04/01/19 08:00,"141 River St, San Francisco, CA 94016"
177554,27in FHD Monitor,1,149.99,04/01/19 10:21,"751 Forest St, Dallas, TX 75001"
177611,USB-C Charging Cable,1,11.95,04/01/19 11:19,"373 South St, San Francisco, CA 94016"
177658,Wired Headphones,1,11.99,04/01/19 17:35,"38 11th St, San Francisco, CA 94016"
177668,Macbook Pro Laptop,1,1700.0,04/01/19 09:20,"953 Johnson St, Boston, MA 02215"
177671,Apple Airpods Headphones,1,150.0,04/01/19 16:14,"312 Maple St, Los Angeles, CA 90001"
177681,AAA Batteries (4-pack),1,2.99,04/01/19 14:07,"259 7th St, Dallas, TX 75001"
177681,Macbook Pro Laptop,1,1700.0,04/01/19 14:07,"259 7th St, Dallas, TX 75001"
177687,Wired Headphones,1,11.99,04/01/19 04:12,"23 Meadow St, San Francisco, CA 94016"
177712,USB-C Charging Cable,1,11.95,04/01/19 08:53,"793 8th St, Los Angeles, CA 90001"
177739,ThinkPad Laptop,1,999.99,04/01/19 09:39,"984 Park St, Dallas, TX 75001"
177758,USB-C Charging Cable,1,11.95,04/01/19 19:21,"963 Center St, Boston, MA 02215"
177758,Lightning Charging Cable,1,14.95,04/01/19 19:21,"963 Center St, Boston, MA 02215"
177773,iPhone,1,700.0,04/01/19 20:03,"435 8th St, Atlanta, GA 30301"
177831,Lightning Charging Cable,1,14.95,04/01/19 03:09,"914 6th St, San Francisco, CA 94016"
177868,AA Batteries (4-pack),1,3.84,04/01/19 10:17,"956 7th St, Dallas, TX 75001"
177881,20in Monitor,1,109.99,04/01/19 10:52,"748 4th St, San Francisco, CA 94016"
177937,AA Batteries (4-pack),1,3.84,04/01/19 12:39,"766 Dogwood St, Atlanta, GA 30301"
177951,34in Ultrawide Monitor,1,379.99,04/01/19 19:45,"256 Meadow St, Seattle, WA 98101"
177994,Lightning Charging Cable,1,14.95,04/01/19 19:15,"558 Maple St, San Francisco, CA 94016"
178037,AAA Batteries (4-pack),3,2.99,04/01/19 21:03,"407 Ridge St, Los Angeles, CA 90001"
178104,AA Batteries (4-pack),1,3.84,04/01/19 11:20,"803 Center St, New York City, NY 10001"
178126,USB-C Charging Cable,1,11.95,04/01/19 16:09,"44 6th St, San Francisco, CA 94016"
178128,USB-C Charging Cable,1,11.95,04/01/19 22:21,"512 Ridge St, Portland, OR 97035"
178151,Lightning Charging Cable,1,14.95,04/01/19 21:28,"822 North St, Los Angeles, CA 90001"
178175,Lightning Charging Cable,1,14.95,04/01/19 11:28,"402 North St, San Francisco, CA 94016"
178217,AAA Batteries (4-pack),5,2.99,04/01/19 10:09,"721 Park St, Los Angeles, CA 90001"
