Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
295686,USB-C Charging Cable,1,11.95,12/17/19 16:10,"573 Maple St, Portland, ME 04101"
295699,AA Batteries (4-pack),1,3.84,12/17/19 18:32,"162 Maple St, Seattle, WA 98101"
295703,AA Batteries (4-pack),1,3.84,12/17/19 12:27,"502 Jefferson St, Austin, TX 73301"
295703,Bose SoundSport Headphones,1,99.99,12/17/19 12:27,"502 Jefferson St, Austin, TX 73301"
295715,USB-C Charging Cable,2,11.95,12/17/19 18:20,"169 Maple St, Seattle, WA 98101"
295720,AA Batteries (4-pack),1,3.84,12/17/19 22:52,"298 Ridge St, New York City, NY 10001"
295766,Lightning Charging Cable,1,14.95,12/17/19 22:58,"795 8th St, Seattle, WA 98101"
295772,Lightning Charging Cable,1,14.95,12/17/19 10:24,"44 Main St, Atlanta, GA 30301"
295810,Lightning Charging Cable,1,14.95,12/17/19 08:45,"499 13th St, San Francisco, CA 94016"
295825,Apple Airpods Headphones,1,150.0,12/17/19 16:13,"189 Pine St, Atlanta, GA 30301"
295873,Google Phone,1,600.0,12/17/19 11:50,"919 Chestnut St, New York City, NY 10001"
295908,20in Monitor,1,109.99,12/17/19 10:28,"342 Adams St, New York City, NY 10001"
295948,Macbook Pro Laptop,1,1700.0,12/17/19 21:08,"863 West St, San Francisco, CA 94016"
295949,Bose SoundSport Headphones,1,99.99,12/17/19 15:29,"603 River St, Los Angeles, CA 90001"
295965,iPhone,1,700.0,12/17/19 10:51,"514 Ridge St, Dallas, TX 75001"
295966,Lightning Charging Cable,1,14.95,12/17/19 19:42,"233 North St, San Francisco, CA 94016"
295994,Lightning Charging Cable,1,14.95,12/17/19 18:21,"34 River St, San Francisco, CA 94016"
296090,USB-C Charging Cable,1,11.95,12/17/19 16:31,"965 13th St, Los Angeles, CA 90001"
296110,iPhone,1,700.0,12/17/19 15:47,"621 Adams St, San Francisco, CA 94016"
296129,Apple Airpods Headphones,1,150.0,12/17/19 17:14,"545 Lake St, Austin, TX 73301"
296180,AA Batteries (4-pack),4,3.84,12/17/19 15:07,"958 North St, Portland, OR 97035"
296196,Lightning Charging Cable,1,14.95,12/17/19 23:43,"459 11th St, Atlanta, GA 30301"
296221,Apple Airpods Headphones,1,150.0,12/17/19 15:21,"521 Jackson St, Los Angeles, CA 90001"
296278,AAA Batteries (4-pack),3,2.99,12/17/19 13:54,"666 Sunset St, Atlanta, GA 30301"
296345,AA Batteries (4-pack),1,3.84,12/17/19 09:37,"790 Jackson St, San Francisco, CA 94016"
296362,Lightning Charging Cable,1,14.95,12/17/19 13:08,"677 Church St, Atlanta, GA 30301"
296367,iPhone,1,700.0,12/17/19 13:13,"902 Dogwood St, Portland, OR 97035"
296401,Wired Headphones,1,11.99,12/17/19 22:42,"853 Elm St, Seattle, WA 98101"
296444,AAA Batteries (4-pack),4,2.99,12/17/19 14:24,"504 Hickory St, Atlanta, GA 30301"
296444,USB-C Charging Cable,1,11.95,12/17/19 14:24,"504 Hickory St, Atlanta, GA 30301"
296462,AAA Batteries (4-pack),5,2.99,12/17/19 19:03,"584 Spruce St, Boston, MA 02215"
296491,27in 4K Gaming Monitor,1,389.99,12/17/19 23:02,"623 Church St, Los Angeles, CA 90001"
296525,Bose SoundSport Headphones,1,99.99,12/17/19 11:59,"125 Lakeview St, Seattle, WA 98101"
296574,iPhone,1,700.0,12/17/19 20:17,"709 Spruce St, Los Angeles, CA 90001"
296574,Wired Headphones,1,11.99,12/17/19 20:17,"709 Spruce St, Los Angeles, CA 90001"
296582,Apple Airpods Headphones,1,150.0,12/17/19 09:45,"319 Ridge St, Atlanta, GA 30301"
296595,Lightning Charging Cable,1,14.95,12/17/19 16:43,"793 10th St, Los Angeles, CA 90001"
296632,Wired Headphones,1,11.99,12/17/19 13:01,"674 Washington St, San Francisco, CA 94016"
296634,Bose SoundSport Headphones,1,99.99,12/17/19 10:26,"520 Meadow St, San Francisco, CA 94016"
296700,USB-C Charging Cable,1,11.95,12/17/19 12:02,"300 Chestnut St, Atlanta, GA 30301"
296737,AA Batteries (4-pack),2,3.84,12/17/19 08:24,"140 Cherry St, Seattle, WA 98101"
296738,20in Monitor,1,109.99,12/17/19 14:57,"207 Lakeview St, San Francisco, CA 94016"
296748,AAA Batteries (4-pack),1,2.99,12/17/19 18:47,"289 West St, New York City, NY 10001"
296753,USB-C Charging Cable,1,11.95,12/17/19 23:17,"541 Cherry St, Seattle, WA 98101"
296772,USB-C Charging Cable,1,11.95,12/17/19 13:32,"904 Spruce St, Boston, MA 02215"
296812,Lightning Charging Cable,1,14.95,12/17/19 12:06,"243 Maple St, Dallas, TX 75001"
